timestamp,open,high,low,close,volume,60_min_open,60_min_high,60_min_low,60_min_close,60_min_volume
2025-05-15 09:15:00+05:30,1424.9,1426.0,1419.2,1419.9,307193
2025-05-15 09:20:00+05:30,1419.9,1421.4,1417.6,1420.9,268668
2025-05-15 09:25:00+05:30,1420.7,1422.0,1417.1,1417.9,138455
2025-05-15 09:30:00+05:30,1417.9,1419.6,1416.4,1416.4,138603
2025-05-15 09:35:00+05:30,1416.3,1418.0,1415.1,1415.6,202667
2025-05-15 09:40:00+05:30,1415.6,1416.9,1415.1,1415.7,178838
2025-05-15 09:45:00+05:30,1415.8,1416.7,1412.7,1415.6,413439
2025-05-15 09:50:00+05:30,1415.6,1417.8,1414.2,1416.0,131847
2025-05-15 09:55:00+05:30,1415.7,1417.0,1415.1,1417.0,100020
2025-05-15 10:00:00+05:30,1417.1,1418.7,1415.1,1415.7,131057
2025-05-15 10:05:00+05:30,1415.5,1416.4,1413.8,1414.7,155849
2025-05-15 10:10:00+05:30,1414.7,1416.9,1414.0,1415.9,88807
2025-05-15 10:15:00+05:30,1415.8,1418.0,1415.0,1415.4,66639
2025-05-15 10:20:00+05:30,1415.4,1417.4,1414.3,1416.1,78813
2025-05-15 10:25:00+05:30,1415.8,1416.9,1414.6,1416.3,53760
2025-05-15 10:30:00+05:30,1416.3,1420.0,1415.6,1420.0,113460
2025-05-15 10:35:00+05:30,1420.0,1428.8,1419.5,1428.6,232944
2025-05-15 10:40:00+05:30,1428.6,1432.8,1428.0,1429.5,450921
2025-05-15 10:45:00+05:30,1429.9,1430.0,1426.7,1428.8,141800
2025-05-15 10:50:00+05:30,1428.8,1429.9,1426.7,1427.3,68573
2025-05-15 10:55:00+05:30,1427.3,1431.5,1427.0,1431.0,90952
2025-05-15 11:00:00+05:30,1431.0,1431.2,1426.7,1426.9,68321
2025-05-15 11:05:00+05:30,1426.9,1428.0,1423.9,1425.1,70799
2025-05-15 11:10:00+05:30,1425.1,1425.9,1422.0,1423.1,302343
2025-05-15 11:15:00+05:30,1423.1,1427.0,1422.1,1424.9,113292
2025-05-15 11:20:00+05:30,1424.4,1425.0,1420.5,1421.3,77438
2025-05-15 11:25:00+05:30,1421.2,1425.0,1421.2,1423.4,39550
2025-05-15 11:30:00+05:30,1423.4,1423.8,1421.0,1421.4,52813
2025-05-15 11:35:00+05:30,1421.4,1422.7,1420.2,1421.8,96963
2025-05-15 11:40:00+05:30,1421.8,1423.9,1421.0,1423.6,114791
2025-05-15 11:45:00+05:30,1423.2,1426.0,1422.7,1422.7,73193
2025-05-15 11:50:00+05:30,1423.0,1423.0,1421.0,1421.8,51017
2025-05-15 11:55:00+05:30,1421.9,1423.3,1421.1,1421.4,119726
