timestamp,open,high,low,close,volume,EMA_short,EMA_medium,EMA_long
2025-05-16 13:00:00+05:30,793.25,793.55,793.1,793.4,61572,793.2607823094804,793.2244362783268,794.2217647541034
2025-05-16 13:05:00+05:30,793.45,793.55,793.2,793.4,82622,793.3071882063202,793.2403966166607,794.1960846055377
2025-05-16 13:10:00+05:30,793.4,793.6,793.0,793.0,227492,793.204792137547,793.2185423787826,794.1587069616147
2025-05-16 13:15:00+05:30,793.0,793.5,793.0,793.35,53324,793.2531947583648,793.2304930716205,794.1334348690642
2025-05-16 13:20:00+05:30,793.25,793.35,792.05,792.6,170172,793.0354631722432,793.1731755196549,794.0855150294059
2025-05-16 13:25:00+05:30,792.55,793.5,792.3,793.25,80844,793.1069754481622,793.1801595633226,794.059405184737
2025-05-16 13:30:00+05:30,793.25,793.6,793.2,793.35,69385,793.1879836321082,793.1955996030206,794.0372362727139
2025-05-16 13:35:00+05:30,793.35,793.4,793.0,793.35,47862,793.2419890880722,793.2096360027459,794.0157601391916
2025-05-16 13:40:00+05:30,793.35,793.4,792.05,792.5,122890,792.9946593920481,793.1451236388599,793.9683926348418
2025-05-16 13:45:00+05:30,792.75,793.35,792.1,793.05,92814,793.0131062613655,793.1364760353272,793.939692865003
2025-05-16 13:50:00+05:30,793.2,793.5,793.0,793.1,70550,793.0420708409104,793.1331600321156,793.9134524629717
2025-05-16 13:55:00+05:30,793.1,793.35,792.5,792.6,119255,792.8947138939402,793.0846909382869,793.8724070735038
2025-05-16 14:00:00+05:30,792.75,793.45,792.4,793.4,66801,793.0631425959602,793.1133553984426,793.8576443524569
2025-05-16 14:05:00+05:30,793.4,793.4,793.1,793.3,73738,793.1420950639736,793.1303230894933,793.8402179664425
2025-05-16 14:10:00+05:30,793.3,793.45,793.0,793.3,83586,793.1947300426491,793.1457482631757,793.8233361549912
2025-05-16 14:15:00+05:30,793.3,793.4,793.0,793.15,81978,793.1798200284328,793.1461347847052,793.8022944001478
2025-05-16 14:20:00+05:30,793.15,793.5,793.0,793.45,81599,793.2698800189553,793.1737588951864,793.7912852001432
2025-05-16 14:25:00+05:30,793.4,793.5,792.55,792.6,112905,793.0465866793036,793.121598995624,793.7540575376387
2025-05-16 14:30:00+05:30,792.75,792.85,792.15,792.45,136090,792.8477244528691,793.0605445414764,793.7133057395876
2025-05-16 14:35:00+05:30,792.45,793.0,792.1,792.75,116092,792.8151496352461,793.032313219524,793.6832024352254
2025-05-16 14:40:00+05:30,792.9,793.2,792.7,792.9,101168,792.8434330901641,793.0202847450219,793.6587273591247
2025-05-16 14:45:00+05:30,792.9,793.0,792.1,792.35,186844,792.6789553934428,792.9593497682016,793.617829629152
2025-05-16 14:50:00+05:30,792.45,792.7,791.5,792.05,357629,792.4693035956286,792.876681607456,793.568834953241
2025-05-16 14:55:00+05:30,792.05,792.2,791.7,792.0,224268,792.3128690637525,792.7969832795054,793.5198088609523
2025-05-16 15:00:00+05:30,792.05,792.35,791.65,792.25,188313,792.2919127091684,792.7472575268231,793.4801273340474
2025-05-16 15:05:00+05:30,792.3,793.95,792.0,793.25,270407,792.6112751394456,792.792961388021,793.4729358548584
2025-05-16 15:10:00+05:30,793.35,793.35,792.0,792.15,576592,792.4575167596305,792.7345103527464,793.4315941093942
2025-05-16 15:15:00+05:30,792.15,792.2,791.5,791.7,443607,792.2050111730871,792.6404639570421,793.3774817934756
2025-05-16 15:20:00+05:30,791.7,791.95,791.1,791.55,436343,791.9866741153915,792.5413308700383,793.3203729874294
2025-05-16 15:25:00+05:30,791.55,792.5,791.55,792.5,365813,792.1577827435943,792.5375735182166,793.2947363315723
