timestamp,open,high,low,close,volume,EMA_short,EMA_medium,EMA_long,Signal
2025-05-15 09:15:00+05:30,804.4,805.95,799.0,800.4,563522.0,800.4,800.4,800.4,
2025-05-15 09:20:00+05:30,800.4,801.7,799.4,800.55,243717.0,800.4300000000001,800.4136363636363,800.4053571428572,
2025-05-15 09:25:00+05:30,800.55,801.2,799.5,799.55,177917.0,800.254,800.3351239669421,800.3748086734694,SELL_ENTRY
2025-05-15 09:30:00+05:30,799.75,800.5,798.5,798.75,210823.0,799.9532,800.1910217881292,800.316779792274,
2025-05-15 09:35:00+05:30,798.75,798.8,796.35,796.55,309148.0,799.2725600000001,799.8600198073901,800.1822519425499,
2025-05-15 09:40:00+05:30,796.5,797.35,796.0,796.25,256216.0,798.6680480000001,799.5318361885364,800.0418143731731,
2025-05-15 09:45:00+05:30,796.3,796.9,795.0,796.4,383136.0,798.2144384000001,799.2471238077603,799.9117495741312,
2025-05-15 09:50:00+05:30,796.6,797.6,796.0,796.6,152249.0,797.8915507200002,799.006476188873,799.7934728036266,
2025-05-15 09:55:00+05:30,796.6,797.4,796.05,796.9,103955.0,797.6932405760002,798.8149783535209,799.6901344892115,
2025-05-15 10:00:00+05:30,796.9,797.25,796.0,796.05,93138.0,797.3645924608003,798.563616685019,799.5601296860253,
2025-05-15 10:05:00+05:30,796.0,796.45,795.35,795.9,191509.0,797.0716739686402,798.3214697136536,799.4294107686673,
2025-05-15 10:10:00+05:30,795.8,797.25,795.6,796.8,85013.0,797.0173391749122,798.1831542851396,799.3355032412148,
2025-05-15 10:15:00+05:30,796.75,797.15,796.2,796.5,63797.0,796.9138713399298,798.0301402592178,799.2342352683143,
2025-05-15 10:20:00+05:30,796.45,797.0,796.0,796.85,67774.0,796.9010970719438,797.922854781107,799.1490840087316,
2025-05-15 10:25:00+05:30,796.9,798.0,796.5,797.65,86884.0,797.050877657555,797.8980498010063,799.095545294134,
2025-05-15 10:30:00+05:30,797.55,799.45,797.4,798.9,158935.0,797.420702126044,797.989136182733,799.0885615336292,
2025-05-15 10:35:00+05:30,798.9,801.0,798.45,801.0,206063.0,798.1365617008353,798.2628510752119,799.1568271931425,
2025-05-15 10:40:00+05:30,801.0,802.9,800.0,800.25,400622.0,798.5592493606682,798.4435009774653,799.1958690791016,BUY_EXIT
2025-05-15 10:45:00+05:30,800.35,801.0,798.75,799.7,164059.0,798.7873994885347,798.5577281613321,799.213873754848,BUY_ENTRY
2025-05-15 10:50:00+05:30,799.55,799.65,798.05,798.7,184771.0,798.7699195908278,798.5706619648473,799.1955211207463,
2025-05-15 10:55:00+05:30,798.75,800.95,798.15,799.9,262875.0,798.9959356726623,798.691510877134,799.2206810807197,
2025-05-15 11:00:00+05:30,799.95,800.15,798.6,798.95,90240.0,798.9867485381299,798.7150098883036,799.2110138992654,
2025-05-15 11:05:00+05:30,798.95,799.0,797.15,798.2,155991.0,798.8293988305039,798.6681908075487,799.174906260006,
2025-05-15 11:10:00+05:30,798.0,798.2,796.3,796.55,233664.0,798.3735190644031,798.4756280068624,799.0811596078629,SELL_EXIT
2025-05-15 11:15:00+05:30,796.65,798.0,796.4,797.25,96719.0,798.1488152515226,798.3642072789659,799.0157610504393,SELL_ENTRY
2025-05-15 11:20:00+05:30,797.3,797.65,796.05,796.25,144943.0,797.7690522012181,798.1720066172417,798.9169838700665,
2025-05-15 11:25:00+05:30,796.25,796.95,796.05,796.1,121522.0,797.4352417609746,797.9836423793106,798.8163773032784,
2025-05-15 11:30:00+05:30,796.1,796.4,795.5,795.8,141248.0,797.1081934087797,797.785129435737,798.708649542447,
2025-05-15 11:35:00+05:30,795.95,796.0,794.5,795.3,331730.0,796.7465547270237,797.5592085779426,798.5869120587882,
2025-05-15 11:40:00+05:30,795.5,796.2,795.0,796.0,120196.0,796.5972437816191,797.4174623435842,798.494522342403,
2025-05-15 11:45:00+05:30,796.0,796.15,795.6,795.65,71984.0,796.4077950252953,797.256783948713,798.3929322587458,
