timestamp,open,high,low,close,volume,EMA_short,EMA_medium,EMA_long,Signal
2025-05-15 11:50:00+05:30,795.65,795.9,795.15,795.6,86415.0,796.2462360202363,797.1061672261027,798.2931846780763,
2025-05-15 11:55:00+05:30,795.6,796.0,795.55,795.8,69349.0,796.156988816189,796.9874247510024,798.204142368145,
2025-05-15 12:00:00+05:30,795.8,796.1,795.5,796.1,82572.0,796.1455910529513,796.9067497736386,798.1289944264255,
2025-05-15 12:05:00+05:30,796.1,798.0,796.0,797.6,148385.0,796.4364728423611,796.9697725214896,798.1101017683388,
2025-05-15 12:10:00+05:30,797.6,797.65,796.2,796.5,130945.0,796.449178273889,796.9270659286269,798.0525981337553,
2025-05-15 12:15:00+05:30,796.5,798.0,796.45,797.2,244071.0,796.5993426191112,796.9518781169336,798.0221482004068,
2025-05-15 12:20:00+05:30,797.2,797.25,795.8,796.35,63214.0,796.549474095289,796.8971619244851,797.9624286218209,
2025-05-15 12:25:00+05:30,796.25,796.25,795.5,795.9,72740.0,796.4195792762314,796.806510840441,797.8887704567559,
2025-05-15 12:30:00+05:30,795.9,796.5,795.5,796.5,44395.0,796.4356634209851,796.7786462185827,797.8391715118718,
2025-05-15 12:35:00+05:30,796.35,797.9,796.25,797.15,82541.0,796.578530736788,796.812405653257,797.8145582435907,
2025-05-15 12:40:00+05:30,797.25,797.3,795.55,795.8,225896.0,796.4228245894304,796.7203687756881,797.7426097348911,
2025-05-15 12:45:00+05:30,796.0,796.3,795.6,795.9,86708.0,796.3182596715444,796.6457897960802,797.6768022443592,
2025-05-15 12:50:00+05:30,796.0,796.9,795.8,796.6,47576.0,796.3746077372356,796.6416270873456,797.6383450213465,
2025-05-15 12:55:00+05:30,796.65,797.5,796.55,797.5,40938.0,796.5996861897885,796.719660988496,797.633404127727,
2025-05-15 13:00:00+05:30,797.45,799.0,797.4,798.75,282926.0,797.0297489518308,796.9042372622691,797.6732825517367,BUY_EXIT
2025-05-15 13:05:00+05:30,798.8,801.5,798.5,800.1,542580.0,797.6437991614647,797.1947611475174,797.759951032032,BUY_ENTRY
2025-05-15 13:10:00+05:30,800.1,802.2,800.1,802.2,340495.0,798.5550393291719,797.6497828613794,797.9185242094594,
2025-05-15 13:15:00+05:30,802.15,803.0,800.5,801.7,304754.0,799.1840314633376,798.0179844194358,798.0535769162644,
2025-05-15 13:20:00+05:30,801.7,802.0,800.55,801.95,193581.0,799.7372251706702,798.3754403813052,798.1927348835408,
2025-05-15 13:25:00+05:30,801.6,802.25,801.25,802.15,108725.0,800.2197801365362,798.7185821648229,798.3340657805572,
2025-05-15 13:30:00+05:30,802.15,804.0,802.15,803.55,355102.0,800.885824109229,799.1578019680207,798.5203491455374,
2025-05-15 13:35:00+05:30,803.6,803.7,802.2,803.65,239925.0,801.4386592873833,799.5661836072916,798.7035509617682,
2025-05-15 13:40:00+05:30,803.6,803.9,802.6,803.0,148860.0,801.7509274299067,799.8783487339014,798.8569955702765,
2025-05-15 13:45:00+05:30,803.0,804.0,802.6,803.2,350685.0,802.0407419439254,800.1803170308194,799.012102871338,
2025-05-15 13:50:00+05:30,803.05,803.5,802.65,803.0,131539.0,802.2325935551404,800.4366518461994,799.1545277687902,
2025-05-15 13:55:00+05:30,803.0,803.35,802.55,802.95,123411.0,802.3760748441124,800.6651380419995,799.2900803484763,
2025-05-15 14:00:00+05:30,803.0,803.1,801.1,803.0,217707.0,802.50085987529,800.8773982199996,799.4225774788879,
2025-05-15 14:05:00+05:30,803.0,805.9,802.2,805.1,462509.0,803.020687900232,801.2612711090906,799.6253425689275,
2025-05-15 14:10:00+05:30,805.0,807.4,804.5,805.9,493436.0,803.5965503201858,801.6829737355368,799.8494374771801,
2025-05-15 14:15:00+05:30,805.8,806.8,805.2,806.0,294332.0,804.0772402561487,802.0754306686698,800.0691004244237,
2025-05-15 14:20:00+05:30,806.0,806.1,805.0,805.3,258840.0,804.3217922049189,802.3685733351543,800.2559182664086,
2025-05-15 14:25:00+05:30,805.3,806.9,805.1,806.4,227682.0,804.7374337639351,802.7350666683221,800.4753497568939,
2025-05-15 14:30:00+05:30,806.35,806.4,804.2,805.15,295231.0,804.8199470111481,802.9546060621111,800.6423015512906,
2025-05-15 14:35:00+05:30,805.15,805.8,804.1,805.0,256960.0,804.8559576089185,803.1405509655556,800.7979336387446,
2025-05-15 14:40:00+05:30,805.1,807.4,804.9,807.4,337497.0,805.3647660871349,803.5277736050505,801.0337217230751,
2025-05-15 14:45:00+05:30,807.3,808.5,806.55,807.9,360585.0,805.8718128697079,803.9252487318641,801.278945947251,
2025-05-15 14:50:00+05:30,807.9,809.45,807.25,808.65,372642.0,806.4274502957664,804.3547715744219,801.5421978777064,
2025-05-15 14:55:00+05:30,808.55,808.85,807.8,807.85,286107.0,806.7119602366132,804.6725196131108,801.7674765249311,
2025-05-15 15:00:00+05:30,807.85,808.1,807.2,807.9,570885.0,806.9495681892906,804.9659269210099,801.9864952204692,
2025-05-15 15:05:00+05:30,807.85,807.95,807.05,807.85,227849.0,807.1296545514326,805.2281153827363,802.1959061054525,
2025-05-15 15:10:00+05:30,807.85,807.9,807.0,807.55,250955.0,807.2137236411461,805.4391958024875,802.3871237445436,
2025-05-15 15:15:00+05:30,807.45,807.75,807.05,807.35,344969.0,807.240978912917,805.6129052749885,802.5643693250956,
2025-05-15 15:20:00+05:30,807.35,808.2,807.35,808.2,869444.0,807.4327831303336,805.848095704535,802.7656418491994,
2025-05-15 15:25:00+05:30,808.05,808.35,807.55,808.0,459947.0,807.546226504267,806.0437233677591,802.952583211728,
2025-05-16 09:15:00+05:30,795.8,795.8,795.8,795.8,,805.1969812034137,805.1124757888718,802.6971338113092,
