timestamp,open,high,low,close,volume
2025-05-20 09:15:00+05:30,775.2,778.8,771.55,772.25,80207
2025-05-20 09:20:00+05:30,771.9,775.45,770.7,773.2,97685
2025-05-20 09:25:00+05:30,773.3,775.0,773.0,773.9,59834
2025-05-20 09:30:00+05:30,773.9,774.85,772.0,772.7,57247
2025-05-20 09:35:00+05:30,772.7,774.95,772.05,774.95,23072
2025-05-20 09:40:00+05:30,774.5,774.95,773.2,773.25,17703
2025-05-20 09:45:00+05:30,773.3,773.35,770.8,772.45,58761
2025-05-20 09:50:00+05:30,772.45,774.45,772.0,772.45,32414
2025-05-20 09:55:00+05:30,772.5,774.45,771.65,774.2,45082
2025-05-20 10:00:00+05:30,774.2,775.4,773.7,774.55,25867
2025-05-20 10:05:00+05:30,774.75,775.3,774.1,774.6,22762
2025-05-20 10:10:00+05:30,774.8,776.9,772.15,772.65,859183
2025-05-20 10:15:00+05:30,772.65,774.95,772.2,774.6,66581
2025-05-20 10:20:00+05:30,774.95,775.0,774.1,774.75,17436
2025-05-20 10:25:00+05:30,774.7,775.0,772.75,773.0,21034
2025-05-20 10:30:00+05:30,772.95,773.3,771.8,772.5,16257
2025-05-20 10:35:00+05:30,772.25,772.5,772.0,772.05,29167
2025-05-20 10:40:00+05:30,772.05,772.9,771.05,771.7,32142
2025-05-20 10:45:00+05:30,771.7,773.75,771.7,772.3,16281
2025-05-20 10:50:00+05:30,772.3,772.5,769.15,769.55,79142
2025-05-20 10:55:00+05:30,769.5,769.7,768.2,769.5,31017
2025-05-20 11:00:00+05:30,769.25,769.5,768.3,769.0,32909
2025-05-20 11:05:00+05:30,769.0,769.45,768.6,768.85,12486
2025-05-20 11:10:00+05:30,768.85,768.85,765.75,766.9,45347
2025-05-20 11:15:00+05:30,766.95,767.1,765.95,766.4,38440
2025-05-20 11:20:00+05:30,766.4,766.45,765.5,765.8,21997
2025-05-20 11:25:00+05:30,765.85,767.35,765.55,765.9,26388
2025-05-20 11:30:00+05:30,765.9,766.8,765.55,766.8,18510
2025-05-20 11:35:00+05:30,766.8,766.9,765.25,765.55,16928
2025-05-20 11:40:00+05:30,765.55,766.0,765.15,765.3,12634
2025-05-20 11:45:00+05:30,765.45,766.0,765.15,765.15,13241
2025-05-20 11:50:00+05:30,765.25,765.8,763.8,764.0,81636
2025-05-20 11:55:00+05:30,764.3,764.3,761.45,763.2,45554
2025-05-20 12:00:00+05:30,763.2,763.8,762.6,763.75,18803
2025-05-20 12:05:00+05:30,763.8,765.55,763.8,765.0,24570
2025-05-20 12:10:00+05:30,765.25,765.25,763.8,764.25,18103
2025-05-20 12:15:00+05:30,764.45,764.5,763.8,763.8,14023
2025-05-20 12:20:00+05:30,763.8,764.5,763.3,763.95,30155
2025-05-20 12:25:00+05:30,764.2,765.0,764.2,764.95,67641
2025-05-20 12:30:00+05:30,764.95,765.25,764.6,764.85,43076
2025-05-20 12:35:00+05:30,764.85,766.15,763.7,763.7,81505
2025-05-20 12:40:00+05:30,764.0,765.1,763.9,764.1,69495
2025-05-20 12:45:00+05:30,764.05,764.65,763.45,763.75,15810
2025-05-20 12:50:00+05:30,763.75,763.75,761.5,761.65,28454
2025-05-20 12:55:00+05:30,761.85,762.15,760.15,760.8,38860
2025-05-20 13:00:00+05:30,760.7,761.95,760.4,761.4,20815
2025-05-20 13:05:00+05:30,761.65,763.5,761.1,762.65,53112
2025-05-20 13:10:00+05:30,762.45,763.45,762.45,763.0,34406
2025-05-20 13:15:00+05:30,763.05,763.65,761.8,762.45,20426
2025-05-20 13:20:00+05:30,762.1,763.75,762.0,762.85,21358
2025-05-20 13:25:00+05:30,762.85,763.8,762.7,762.85,18225
2025-05-20 13:30:00+05:30,763.05,763.65,762.2,762.2,21141
2025-05-20 13:35:00+05:30,762.2,762.25,761.3,761.75,48289
2025-05-20 13:40:00+05:30,761.75,762.0,761.0,761.5,37063
2025-05-20 13:45:00+05:30,761.5,762.8,760.75,762.8,37053
2025-05-20 13:50:00+05:30,762.65,763.65,762.05,762.85,64121
2025-05-20 13:55:00+05:30,762.85,763.25,761.85,761.9,21198
2025-05-20 14:00:00+05:30,761.9,762.6,760.7,761.15,58959
2025-05-20 14:05:00+05:30,761.15,761.45,755.85,757.85,122070
2025-05-20 14:10:00+05:30,757.9,758.55,755.45,755.65,48077
2025-05-20 14:15:00+05:30,755.65,757.0,755.5,756.25,39032
2025-05-20 14:20:00+05:30,756.15,756.25,755.1,755.65,47618
2025-05-20 14:25:00+05:30,755.45,755.8,755.0,755.8,47969
2025-05-20 14:30:00+05:30,755.8,755.95,755.05,755.9,47364
2025-05-20 14:35:00+05:30,755.75,756.65,755.1,755.65,49381
2025-05-20 14:40:00+05:30,755.65,755.65,753.0,753.25,89647
2025-05-20 14:45:00+05:30,753.3,756.45,753.1,756.4,53194
2025-05-20 14:50:00+05:30,756.35,756.9,753.0,754.45,71917
2025-05-20 14:55:00+05:30,754.45,754.45,751.05,751.8,85003
2025-05-20 15:00:00+05:30,751.8,752.7,750.55,751.0,107407
2025-05-20 15:05:00+05:30,751.0,752.5,750.5,752.5,123566
2025-05-20 15:10:00+05:30,752.5,754.35,752.05,752.85,134449
2025-05-20 15:15:00+05:30,752.85,753.15,752.05,752.9,145466
2025-05-20 15:20:00+05:30,752.9,753.7,751.05,753.45,164136
2025-05-20 15:25:00+05:30,753.5,756.5,752.65,754.95,232026
2025-05-21 09:15:00+05:30,752.0,754.9,744.5,748.25,138236
2025-05-21 09:20:00+05:30,748.35,752.25,747.0,747.2,58472
2025-05-21 09:25:00+05:30,747.0,748.15,745.7,746.7,38081
2025-05-21 09:30:00+05:30,746.7,749.6,744.5,749.35,37773
2025-05-21 09:35:00+05:30,749.25,750.25,748.5,750.0,30034
2025-05-21 09:40:00+05:30,750.0,752.45,749.25,751.35,32233
2025-05-21 09:45:00+05:30,751.15,754.0,751.1,753.65,30368
2025-05-21 09:50:00+05:30,753.55,753.55,752.0,752.9,28184
2025-05-21 09:55:00+05:30,753.05,753.15,750.0,750.45,22482
2025-05-21 10:00:00+05:30,750.5,752.7,749.9,752.7,17391
2025-05-21 10:05:00+05:30,752.7,753.7,752.45,753.65,16215
2025-05-21 10:10:00+05:30,753.35,754.45,752.75,754.4,22474
2025-05-21 10:15:00+05:30,754.4,758.0,754.4,756.7,68632
2025-05-21 10:20:00+05:30,756.7,757.35,756.45,757.35,10275
2025-05-21 10:25:00+05:30,757.15,758.5,756.9,757.9,46279
2025-05-21 10:30:00+05:30,757.9,759.55,757.9,758.75,22073
2025-05-21 10:35:00+05:30,758.75,759.65,758.3,758.8,31680
2025-05-21 10:40:00+05:30,758.75,759.9,758.1,758.5,17447
2025-05-21 10:45:00+05:30,758.55,758.6,757.05,757.9,21665
2025-05-21 10:50:00+05:30,757.95,758.15,757.0,757.95,18183
2025-05-21 10:55:00+05:30,758.0,761.0,756.7,760.95,42929
2025-05-21 11:00:00+05:30,760.8,761.85,758.7,758.75,24807
2025-05-21 11:05:00+05:30,758.75,760.0,756.05,759.9,29564
2025-05-21 11:10:00+05:30,759.9,760.5,759.2,760.05,17292
2025-05-21 11:15:00+05:30,760.15,761.45,759.75,761.3,19016
2025-05-21 11:20:00+05:30,761.3,761.35,758.3,758.45,17499
2025-05-21 11:25:00+05:30,758.5,760.0,758.3,758.9,19819
2025-05-21 11:30:00+05:30,758.9,759.4,756.8,756.9,52573
2025-05-21 11:35:00+05:30,756.65,757.95,755.3,756.8,612765
2025-05-21 11:40:00+05:30,756.75,761.7,756.5,760.75,91053
2025-05-21 11:45:00+05:30,760.75,761.0,758.65,759.15,15033
2025-05-21 11:50:00+05:30,759.2,761.0,758.7,759.9,20958
2025-05-21 11:55:00+05:30,760.0,761.0,759.95,760.8,13661
2025-05-21 12:00:00+05:30,760.8,760.9,758.1,758.65,19734
2025-05-21 12:05:00+05:30,758.65,759.55,758.05,758.65,17424
2025-05-21 12:10:00+05:30,758.65,758.65,756.3,756.5,50164
2025-05-21 12:15:00+05:30,756.5,756.9,754.85,755.4,31796
2025-05-21 12:20:00+05:30,755.4,758.9,755.4,758.0,23826
2025-05-21 12:25:00+05:30,758.45,760.0,757.7,758.9,559831
2025-05-21 12:30:00+05:30,758.85,759.9,758.4,759.25,15341
2025-05-21 12:35:00+05:30,759.25,760.7,759.0,760.15,29083
2025-05-21 12:40:00+05:30,760.15,762.7,760.0,761.6,56973
2025-05-21 12:45:00+05:30,761.8,762.75,761.0,761.45,15468
2025-05-21 12:50:00+05:30,761.6,761.7,760.25,761.1,19709
2025-05-21 12:55:00+05:30,761.05,763.5,760.75,763.45,532593
2025-05-21 13:00:00+05:30,763.5,764.7,763.1,764.6,39826
2025-05-21 13:05:00+05:30,764.6,765.8,764.15,764.9,30881
2025-05-21 13:10:00+05:30,764.9,765.9,764.3,765.45,16246
2025-05-21 13:15:00+05:30,765.45,766.1,765.25,766.0,25400
2025-05-21 13:20:00+05:30,766.1,767.05,765.15,765.5,72966
2025-05-21 13:25:00+05:30,765.7,765.85,764.2,764.25,26417
2025-05-21 13:30:00+05:30,764.2,766.0,764.05,766.0,526287
2025-05-21 13:35:00+05:30,766.05,766.85,764.65,765.15,30783
2025-05-21 13:40:00+05:30,764.8,765.75,764.15,764.95,22681
2025-05-21 13:45:00+05:30,765.1,765.95,764.95,765.8,21037
2025-05-21 13:50:00+05:30,765.8,766.0,764.6,766.0,28682
2025-05-21 13:55:00+05:30,765.9,766.55,764.7,765.5,29433
2025-05-21 14:00:00+05:30,765.5,766.35,764.75,765.7,29428
2025-05-21 14:05:00+05:30,765.75,767.9,765.5,767.8,564399
2025-05-21 14:10:00+05:30,767.65,769.9,766.8,768.0,68844
2025-05-21 14:15:00+05:30,767.6,769.9,767.6,769.85,42716
2025-05-21 14:20:00+05:30,769.85,770.9,769.55,769.9,57007
2025-05-21 14:25:00+05:30,769.9,770.75,769.45,769.45,43290
2025-05-21 14:30:00+05:30,769.45,770.95,769.45,770.6,38233
2025-05-21 14:35:00+05:30,770.45,772.85,770.4,772.8,117456
2025-05-21 14:40:00+05:30,772.5,773.0,771.2,772.6,103066
2025-05-21 14:45:00+05:30,772.6,774.65,772.4,774.1,87202
2025-05-21 14:50:00+05:30,774.1,774.1,772.0,772.5,89014
2025-05-21 14:55:00+05:30,772.5,773.2,771.6,772.85,50193
2025-05-21 15:00:00+05:30,772.8,773.45,770.75,773.35,108760
2025-05-21 15:05:00+05:30,773.4,774.4,773.05,774.35,129783
2025-05-21 15:10:00+05:30,774.3,774.35,772.95,773.15,143986
2025-05-21 15:15:00+05:30,773.15,773.75,772.75,773.45,115412
2025-05-21 15:20:00+05:30,773.6,773.6,771.9,772.0,184091
2025-05-21 15:25:00+05:30,772.0,773.1,770.7,771.05,96410
2025-05-22 09:15:00+05:30,770.5,773.05,765.05,769.05,75750
2025-05-22 09:20:00+05:30,768.85,770.9,767.1,767.45,31794
2025-05-22 09:25:00+05:30,767.7,770.0,767.6,769.45,25734
2025-05-22 09:30:00+05:30,769.2,769.3,767.05,767.35,22003
2025-05-22 09:35:00+05:30,767.65,769.9,767.2,769.7,21370
2025-05-22 09:40:00+05:30,769.5,772.75,769.5,771.6,43668
2025-05-22 09:45:00+05:30,771.7,772.9,771.1,771.1,553390
2025-05-22 09:50:00+05:30,771.1,771.15,768.95,770.45,19396
2025-05-22 09:55:00+05:30,770.45,771.05,769.45,770.65,10671
2025-05-22 10:00:00+05:30,770.65,771.25,769.65,770.45,11272
2025-05-22 10:05:00+05:30,770.05,770.25,768.95,768.95,26084
2025-05-22 10:10:00+05:30,768.7,771.0,768.15,771.0,17671
2025-05-22 10:15:00+05:30,771.0,771.15,768.4,770.1,38888
2025-05-22 10:20:00+05:30,770.1,771.45,769.35,771.0,11576
2025-05-22 10:25:00+05:30,771.0,771.2,769.9,770.4,528355
2025-05-22 10:30:00+05:30,770.7,771.35,767.95,768.35,27118
2025-05-22 10:35:00+05:30,768.35,770.2,768.25,768.75,6256
2025-05-22 10:40:00+05:30,768.75,769.95,768.6,769.65,5798
2025-05-22 10:45:00+05:30,769.65,769.7,768.55,768.85,15061
2025-05-22 10:50:00+05:30,768.85,770.5,768.85,770.45,10025
2025-05-22 10:55:00+05:30,770.45,770.45,769.05,769.9,6799
2025-05-22 11:00:00+05:30,769.9,769.95,768.35,768.35,2939
2025-05-22 11:05:00+05:30,768.3,770.95,767.5,770.5,23234
2025-05-22 11:10:00+05:30,770.5,771.45,770.1,770.4,47738
2025-05-22 11:15:00+05:30,770.4,773.95,770.1,772.8,55861
2025-05-22 11:20:00+05:30,772.8,773.3,771.4,771.7,27441
2025-05-22 11:25:00+05:30,772.05,773.25,772.05,773.0,12949
2025-05-22 11:30:00+05:30,773.25,773.9,772.1,773.5,537793
2025-05-22 11:35:00+05:30,773.5,773.5,771.35,772.45,17160
2025-05-22 11:40:00+05:30,772.6,773.95,772.5,773.95,15568
2025-05-22 11:45:00+05:30,773.9,775.0,773.05,774.35,48373
2025-05-22 11:50:00+05:30,773.95,774.6,773.6,774.2,16201
2025-05-22 11:55:00+05:30,774.15,774.5,772.8,773.35,16256
2025-05-22 12:00:00+05:30,773.65,774.65,773.35,774.2,14822
2025-05-22 12:05:00+05:30,774.2,774.5,773.1,773.65,32904
2025-05-22 12:10:00+05:30,773.65,774.9,773.3,774.65,22969
2025-05-22 12:15:00+05:30,774.65,775.0,774.2,775.0,33815
2025-05-22 12:20:00+05:30,775.0,776.0,775.0,775.3,53206
2025-05-22 12:25:00+05:30,775.3,775.5,774.0,774.75,25218
2025-05-22 12:30:00+05:30,774.8,775.15,773.6,774.1,38221
2025-05-22 12:35:00+05:30,774.1,774.95,774.1,774.65,9514
2025-05-22 12:40:00+05:30,774.65,774.75,774.0,774.3,11381
2025-05-22 12:45:00+05:30,774.4,774.75,774.0,774.3,79672
2025-05-22 12:50:00+05:30,774.05,774.5,772.1,772.55,39640
2025-05-22 12:55:00+05:30,772.55,773.3,772.15,772.7,20775
2025-05-22 13:00:00+05:30,772.65,772.95,771.5,771.55,14304
2025-05-22 13:05:00+05:30,771.65,771.8,770.85,771.5,16038
2025-05-22 13:10:00+05:30,771.5,772.0,770.9,771.6,13466
2025-05-22 13:15:00+05:30,771.75,772.05,771.0,771.45,18447
2025-05-22 13:20:00+05:30,771.5,775.0,771.5,774.6,31025
