timestamp,open,high,low,close,volume,ema_fast,ema_med,ema_long,ema_macro,rsi,atr,swing_high,swing_low
2025-05-22 09:15:00+05:30,788.0,788.2,784.5,786.0,299608,,,,,,,,
2025-05-22 09:20:00+05:30,785.95,787.0,785.05,785.8,162403,,,,,,,,
2025-05-22 09:25:00+05:30,785.8,787.0,785.0,785.55,166757,,,,,,,,
2025-05-22 09:30:00+05:30,785.65,785.9,784.4,784.5,145435,,,,,,,,784.4
2025-05-22 09:35:00+05:30,784.45,786.8,784.45,785.1,115215,,,,,,,,
2025-05-22 09:40:00+05:30,785.1,786.9,784.7,786.45,63686,,,,,,,,
2025-05-22 09:45:00+05:30,786.4,786.45,784.9,785.65,62035,,,,,,,,
2025-05-22 09:50:00+05:30,785.6,785.8,785.0,785.5,46733,,,,,,,,
2025-05-22 09:55:00+05:30,785.55,785.95,785.05,785.8,44585,785.5944444444444,,,,,,,
2025-05-22 10:00:00+05:30,785.8,786.7,785.3,785.7,78296,785.6155555555556,,,,,,,
2025-05-22 10:05:00+05:30,785.7,785.95,784.65,784.7,76902,785.4324444444446,,,,,,,
2025-05-22 10:10:00+05:30,784.75,785.45,784.2,785.0,87866,785.3459555555557,,,,,,,784.2
2025-05-22 10:15:00+05:30,785.05,787.5,784.8,786.4,135595,785.5567644444446,,,,,,787.5,
2025-05-22 10:20:00+05:30,786.4,786.85,785.95,786.65,37914,785.7754115555558,,,,,,,
2025-05-22 10:25:00+05:30,786.6,786.8,785.8,786.2,42924,785.8603292444448,,,,53.904168318963805,1.4919864050030047,,
2025-05-22 10:30:00+05:30,786.2,786.8,785.85,786.05,44721,785.8982633955559,,,,52.30642104094126,1.4342892450946267,,
2025-05-22 10:35:00+05:30,786.05,786.8,785.6,785.8,51217,785.8786107164448,,,,49.66423773795362,1.410192024194633,,
2025-05-22 10:40:00+05:30,785.8,786.7,785.35,785.65,88833,785.8328885731559,,,,48.094457342312076,1.4041897424629208,,
2025-05-22 10:45:00+05:30,785.65,785.9,785.0,785.05,83954,785.6763108585247,,,,42.33082191001032,1.3552957290270782,,
2025-05-22 10:50:00+05:30,785.05,785.8,785.0,785.35,24483,785.6110486868199,,,,45.826587891860704,1.302787120552942,,
2025-05-22 10:55:00+05:30,785.35,785.75,785.05,785.5,24985,785.588838949456,785.6380952380952,,,47.538929562541966,1.247076392518249,,
2025-05-22 11:00:00+05:30,785.5,786.6,785.1,786.0,56026,785.6710711595649,785.6709956709956,,,52.88491357766709,1.2699714287357782,786.6,
2025-05-22 11:05:00+05:30,786.0,786.4,785.8,786.1,40860,785.756856927652,785.7099960645414,,,53.89681023482649,1.2104608132985586,,
2025-05-22 11:10:00+05:30,786.1,786.45,785.4,785.4,20284,785.6854855421217,785.6818146041285,,,46.38660983428144,1.1964515053283595,,
2025-05-22 11:15:00+05:30,785.55,786.35,785.2,785.6,39755,785.6683884336974,785.674376912844,,,48.59078484964461,1.1924593643880745,,
2025-05-22 11:20:00+05:30,785.75,785.75,784.5,785.35,84846,785.604710746958,785.6448881025854,,,46.042619946264765,1.197333783586818,,
2025-05-22 11:25:00+05:30,785.35,785.85,785.0,785.5,24886,785.5837685975664,785.6317164568957,,,47.811050873933176,1.168295961961792,,
2025-05-22 11:30:00+05:30,785.5,785.8,784.8,785.0,29579,785.4670148780532,785.574287688087,,,42.778105430206196,1.1543952916983078,,
2025-05-22 11:35:00+05:30,785.0,785.2,784.25,785.0,149877,785.3736119024426,785.5220797164427,,,42.778105430206196,1.1376994001895315,,
2025-05-22 11:40:00+05:30,785.0,785.2,783.1,783.65,153283,785.0288895219542,785.3518906513116,,,32.17293328306072,1.2155063069867533,,783.1
2025-05-22 11:45:00+05:30,783.8,785.05,783.5,784.55,44671,784.9331116175633,785.2789915011924,,,42.421235861895994,1.242299262011966,,
2025-05-22 11:50:00+05:30,784.7,785.95,784.65,785.55,37888,785.0564892940507,785.3036286374476,,,51.23737016005547,1.2548225011843168,785.95,
2025-05-22 11:55:00+05:30,785.5,785.65,783.55,784.5,168428,784.9451914352406,785.2305714885887,,,43.6755221131542,1.321407705108649,,
2025-05-22 12:00:00+05:30,784.7,785.0,784.2,784.8,18345,784.9161531481926,785.1914286259897,,,46.12215048296672,1.2806297762217502,,
2025-05-22 12:05:00+05:30,785.0,785.0,784.3,784.3,20474,784.7929225185542,785.1103896599906,,,42.78628275040083,1.2355259942631207,,
2025-05-22 12:10:00+05:30,784.3,784.7,784.05,784.4,27863,784.7143380148434,785.0458087818097,,,43.66389120716017,1.1903244801209896,,
2025-05-22 12:15:00+05:30,784.4,784.8,784.0,784.0,38568,784.5714704118748,784.9507352561906,,,40.95756912162219,1.1603650116435573,,
2025-05-22 12:20:00+05:30,784.0,784.55,783.5,783.5,47792,784.3571763294999,784.8188502329006,,,37.80341590288369,1.1519387972906718,,
2025-05-22 12:25:00+05:30,783.5,784.1,783.3,783.6,51516,784.2057410636,784.7080456662733,,,38.818227328737876,1.1252003162597535,,783.3
2025-05-22 12:30:00+05:30,783.55,784.65,783.5,784.0,90805,784.1645928508801,784.6436778784303,,,42.836006394442016,1.1270759403405157,,
2025-05-22 12:35:00+05:30,784.0,785.0,784.0,784.65,110446,784.2616742807043,784.6442526167548,,,48.728243811610476,1.117505283689045,,
2025-05-22 12:40:00+05:30,784.65,785.25,784.1,785.15,73828,784.4393394245634,784.6902296515952,,,52.761836248776305,1.1199431326866054,,
2025-05-22 12:45:00+05:30,785.15,785.35,783.55,783.7,138428,784.2914715396507,784.6002087741775,,,42.3553372641017,1.1707802678460733,785.35,
2025-05-22 12:50:00+05:30,783.7,784.6,783.5,784.0,42210,784.2331772317207,784.5456443401614,,,44.78196752000963,1.1655066808334233,,
2025-05-22 12:55:00+05:30,784.0,784.1,783.5,783.75,80124,784.1365417853766,784.4733130365104,,,43.15174710719345,1.123502066808772,,
2025-05-22 13:00:00+05:30,783.75,784.5,783.5,784.3,51922,784.1692334283014,784.4575573059185,,,47.66550784546098,1.1143546636074022,,
2025-05-22 13:05:00+05:30,784.2,784.75,783.4,784.0,127400,784.1353867426412,784.4159611871986,,,45.54142581664159,1.131762235021171,,783.4
2025-05-22 13:10:00+05:30,784.0,785.0,783.8,784.95,70399,784.2983093941131,784.4645101701806,,,52.72564690053365,1.1367908026500606,,
2025-05-22 13:15:00+05:30,784.95,785.1,784.15,784.7,37948,784.3786475152906,784.4859183365278,,,50.82546207968398,1.123056925193417,785.1,
2025-05-22 13:20:00+05:30,784.7,785.0,784.3,784.9,33104,784.4829180122325,784.5235621241162,785.0659999999999,,52.3063069005194,1.092016563027284,,
2025-05-22 13:25:00+05:30,784.9,785.05,784.3,784.55,78047,784.4963344097861,784.5259655673784,785.0457647058823,,49.49717330900917,1.0669709259536748,,
