timestamp,open,high,low,close,volume,ema_fast,ema_med,ema_long,ema_macro,rsi,atr,swing_high,swing_low
2025-05-22 13:30:00+05:30,784.55,785.0,784.2,784.7,57640,784.537067527829,784.541786879435,785.0322053056517,,50.71871489841021,1.0474559704772493,,
2025-05-22 13:35:00+05:30,784.7,784.95,783.75,783.75,56555,784.3796540222633,784.4698062540318,784.9819227446458,,43.5364330316229,1.058588004645251,,
2025-05-22 13:40:00+05:30,783.75,784.05,781.6,781.95,179365,783.8937232178106,784.2407329582107,784.8630238134832,,33.77657681248676,1.1599706439351283,,
2025-05-22 13:45:00+05:30,781.95,782.95,781.5,782.25,85354,783.5649785742486,784.059757234737,784.7605522913858,,36.338130125401705,1.1810728194992186,,781.5
2025-05-22 13:50:00+05:30,782.2,782.65,782.0,782.0,39560,783.2519828593989,783.8725065770337,784.6522953387824,,35.119034486464706,1.1424839514221385,,
2025-05-22 13:55:00+05:30,782.05,782.8,782.0,782.65,41676,783.1315862875192,783.7613696154851,784.5737739529479,,40.690359855018734,1.117629006527928,,
2025-05-22 14:00:00+05:30,782.65,783.4,782.6,783.0,54612,783.1052690300154,783.6921541958955,784.5120573273422,,43.50356642115649,1.0946041898282504,,
2025-05-22 14:05:00+05:30,783.0,783.45,782.55,782.95,85602,783.0742152240124,783.6246856326322,784.4508001772504,,43.18840709506909,1.0805123520917592,783.45,
2025-05-22 14:10:00+05:30,782.95,783.15,782.2,782.6,43018,782.9793721792099,783.531532393302,784.3782197781426,,40.95194003862007,1.07107087765893,,
2025-05-22 14:15:00+05:30,782.6,782.6,780.5,781.05,226178,782.5934977433681,783.3059385393655,784.2477013554703,,32.84116717195468,1.1454373730074996,,
2025-05-22 14:20:00+05:30,781.05,782.4,780.55,781.6,188118,782.3947981946945,783.1508532176049,784.1438699297656,,37.56638582700801,1.196316979441341,,
2025-05-22 14:25:00+05:30,781.6,781.6,780.6,781.0,75525,782.1158385557558,782.9553211069135,784.0205809129121,,34.69825078298954,1.1821511883455214,,
2025-05-22 14:30:00+05:30,780.95,781.05,780.3,780.55,94718,781.8026708446047,782.7366555517395,783.8844797006411,,32.68282978003102,1.150990853256432,,780.3
2025-05-22 14:35:00+05:30,780.65,782.0,780.4,781.95,84759,781.8321366756837,782.6651414106723,783.8086177515963,,43.64910670803693,1.183344843631268,,
2025-05-22 14:40:00+05:30,781.95,783.6,781.9,783.3,297381,782.125709340547,782.7228558278839,783.7886719574161,,51.80265887111726,1.2205498041184508,,
2025-05-22 14:45:00+05:30,783.3,783.8,782.05,783.6,113838,782.4205674724377,782.8025962071672,783.7812730571253,,53.415744340601876,1.2586539500590643,,
2025-05-22 14:50:00+05:30,783.7,784.3,783.0,783.8,212686,782.6964539779502,782.8932692792429,783.782007447042,,54.50883155591139,1.2616279871665532,,
2025-05-22 14:55:00+05:30,783.8,785.65,783.5,785.15,282192,783.1871631823602,783.0984266174935,783.8356542138247,,61.13761146798516,1.3254968741495343,,
2025-05-22 15:00:00+05:30,785.1,785.65,784.5,785.15,216916,783.5797305458882,783.2849332886304,783.8871971858315,,61.13761146798515,1.3128855221507885,,
2025-05-22 15:05:00+05:30,785.2,785.85,784.5,785.8,198231,784.0237844367106,783.5135757169367,783.9622090608968,,64.06183994094415,1.3155514471535485,,
2025-05-22 15:10:00+05:30,785.8,785.85,785.1,785.1,137403,784.2390275493685,783.657796106306,784.0068283134107,,58.92005048722656,1.2749442998926408,,
2025-05-22 15:15:00+05:30,785.25,785.55,784.3,785.45,301680,784.4812220394949,783.8207237330055,784.0634232815122,,60.62191191398869,1.273153941495986,,
2025-05-22 15:20:00+05:30,785.5,785.5,784.7,785.5,185913,784.684977631596,783.9733852118231,784.1197596234136,,60.871300373336204,1.2392054078418249,,
2025-05-22 15:25:00+05:30,785.45,785.95,785.3,785.8,119082,784.9079821052768,784.1394411016574,784.1856514028877,,62.40957846828935,1.1969438063684146,,
