timestamp,open,high,low,close,volume,EMA_short,EMA_medium,EMA_long
2025-05-16 15:25:00+05:30,791.55,792.5,791.55,792.5,365813.0,792.5,792.5,792.5
2025-05-19 09:15:00+05:30,792.1,796.45,792.1,796.0,593661.0,793.2,792.8181818181818,792.625
2025-05-19 09:20:00+05:30,795.95,797.6,794.6,796.8,441948.0,793.9200000000001,793.1801652892561,792.7741071428572
2025-05-19 09:25:00+05:30,796.7,796.9,794.7,795.0,199709.0,794.1360000000001,793.3456048084146,792.8536033163266
2025-05-19 09:30:00+05:30,795.0,797.5,794.85,795.95,184107.0,794.4988000000002,793.5823680076496,792.9641889121722
2025-05-19 09:35:00+05:30,795.75,796.0,793.55,793.9,142038.0,794.3790400000001,793.6112436433177,792.9976107367374
2025-05-19 09:40:00+05:30,793.85,795.8,793.2,795.75,96924.0,794.6532320000001,793.8056760393797,793.0959103532825
2025-05-19 09:45:00+05:30,795.65,795.9,794.65,795.45,69723.0,794.8125856000001,793.9551600357997,793.1799849835224
2025-05-19 09:50:00+05:30,795.35,795.6,794.5,795.05,66469.0,794.8600684800001,794.0546909416361,793.2467712341108
2025-05-19 09:55:00+05:30,795.1,795.25,794.3,794.8,40489.0,794.8480547840002,794.1224463105782,793.3022436900354
2025-05-19 10:00:00+05:30,794.8,795.8,794.55,795.75,51235.0,795.0284438272001,794.2704057368893,793.3896635582485
2025-05-19 10:05:00+05:30,795.8,796.5,795.5,796.4,91710.0,795.3027550617601,794.4640052153538,793.4971755740254
2025-05-19 10:10:00+05:30,796.4,796.5,795.0,796.15,68748.0,795.4722040494081,794.6172774685035,793.5919193035246
2025-05-19 10:15:00+05:30,796.0,797.4,795.8,796.75,143047.0,795.7277632395266,794.8111613350031,793.7047078998273
2025-05-19 10:20:00+05:30,796.5,799.8,796.0,799.55,665337.0,796.4922105916213,795.2419648500029,793.9134683319763
2025-05-19 10:25:00+05:30,799.8,801.0,797.5,797.65,425192.0,796.723768473297,795.4608771363662,794.0469158915486
2025-05-19 10:30:00+05:30,797.7,798.75,796.8,797.95,126528.0,796.9690147786376,795.6871610330601,794.1863117525647
2025-05-19 10:35:00+05:30,797.75,798.9,797.5,797.85,65430.0,797.1452118229103,795.8837827573273,794.3171577614016
2025-05-19 10:40:00+05:30,797.55,798.4,797.1,797.2,53819.0,797.1561694583283,796.0034388702975,794.4201164127801
2025-05-19 10:45:00+05:30,797.2,797.5,796.1,797.05,121572.0,797.1349355666626,796.0985807911795,794.5140408266094
2025-05-19 10:50:00+05:30,797.05,797.95,796.5,797.75,36519.0,797.2579484533301,796.2487098101632,794.6296107970877
2025-05-19 10:55:00+05:30,797.75,798.5,797.3,797.7,62245.0,797.3463587626641,796.3806452819665,794.7392675543347
2025-05-19 11:00:00+05:30,797.65,798.6,797.2,798.35,41300.0,797.5470870101312,796.5596775290605,794.8682222845371
2025-05-19 11:05:00+05:30,798.5,798.9,798.15,798.8,76086.0,797.797669608105,796.7633432082368,795.0086429172322
2025-05-19 11:10:00+05:30,798.8,799.0,798.0,798.3,48980.0,797.898135686484,796.9030392802154,795.1261913844739
2025-05-19 11:15:00+05:30,798.3,801.0,798.0,800.9,291821.0,798.4985085491874,797.2663993456504,795.3323988350285
2025-05-19 11:20:00+05:30,800.9,801.0,798.65,798.7,123014.0,798.53880683935,797.396726677864,795.452670305206
2025-05-19 11:25:00+05:30,798.7,799.0,798.5,798.9,40404.0,798.61104547148,797.5333878889672,795.5757892228772
2025-05-19 11:30:00+05:30,798.8,799.25,798.5,798.6,46181.0,798.608836377184,797.6303526263339,795.6837967506317
2025-05-19 11:35:00+05:30,798.65,800.85,798.55,799.95,106591.0,798.8770691017473,797.8412296603035,795.8361611523949
2025-05-19 11:40:00+05:30,799.6,800.35,798.25,798.85,184800.0,798.8716552813979,797.9329360548213,795.9437982540951
2025-05-19 11:45:00+05:30,798.85,799.0,798.4,798.5,51554.0,798.7973242251185,797.9844873225649,796.0350911735917
2025-05-19 11:50:00+05:30,798.5,799.65,798.5,799.05,65947.0,798.8478593800949,798.0813521114226,796.1427664888206
2025-05-19 11:55:00+05:30,799.2,799.45,798.5,798.5,57971.0,798.7782875040759,798.1194110103842,796.2269533999341
2025-05-19 12:00:00+05:30,798.55,798.65,797.0,797.15,99173.0,798.4526300032608,798.0312827367129,796.2599193499365
2025-05-19 12:05:00+05:30,797.2,798.0,797.15,797.5,64885.0,798.2621040026087,797.9829843061026,796.3042079445817
2025-05-19 12:10:00+05:30,797.45,798.05,797.0,797.7,66029.0,798.1496832020871,797.9572584600933,796.3540576608467
2025-05-19 12:15:00+05:30,797.9,798.0,797.0,798.0,50121.0,798.1197465616698,797.9611440546302,796.4128413158165
2025-05-19 12:20:00+05:30,798.0,798.85,797.7,797.8,74652.0,798.0557972493359,797.9464945951182,796.4623826973946
2025-05-19 12:25:00+05:30,798.0,799.0,797.7,798.6,76830.0,798.1646377994688,798.0059041773802,796.5387261724876
2025-05-19 12:30:00+05:30,798.8,800.0,798.55,799.85,120613.0,798.5017102395751,798.1735492521639,796.6569859520416
2025-05-19 12:35:00+05:30,799.5,799.8,798.4,798.85,153498.0,798.5713681916601,798.2350447746944,796.7353078823259
2025-05-19 12:40:00+05:30,799.0,799.6,798.85,799.15,51209.0,798.6870945533282,798.3182225224494,796.8215468865285
