timestamp,open,high,low,close,volume,EMA_short,EMA_medium,EMA_long
2025-05-15 09:15:00+05:30,804.4,805.95,799.0,800.4,563522,800.4,800.4,800.4
2025-05-15 09:20:00+05:30,800.4,801.7,799.4,800.55,243717,800.45,800.4136363636363,800.4046874999999
2025-05-15 09:25:00+05:30,800.55,801.2,799.5,799.55,177917,800.1500000000001,800.3351239669421,800.3779785156249
2025-05-15 09:30:00+05:30,799.75,800.5,798.5,798.75,210823,799.6833333333335,800.1910217881292,800.3271041870116
2025-05-15 09:35:00+05:30,798.75,798.8,796.35,796.55,309148,798.638888888889,799.8600198073901,800.2090696811675
2025-05-15 09:40:00+05:30,796.5,797.35,796.0,796.25,256216,797.8425925925927,799.5318361885364,800.085348753631
2025-05-15 09:45:00+05:30,796.3,796.9,795.0,796.4,383136,797.3617283950618,799.2471238077603,799.9701816050801
2025-05-15 09:50:00+05:30,796.6,797.6,796.0,796.6,152249,797.1078189300413,799.006476188873,799.8648634299213
2025-05-15 09:55:00+05:30,796.6,797.4,796.05,796.9,103955,797.0385459533609,798.8149783535209,799.7722114477364
2025-05-15 10:00:00+05:30,796.9,797.25,796.0,796.05,93138,796.709030635574,798.563616685019,799.6558923399946
2025-05-15 10:05:00+05:30,796.0,796.45,795.35,795.9,191509,796.4393537570494,798.3214697136536,799.5385207043698
2025-05-15 10:10:00+05:30,795.8,797.25,795.6,796.8,85013,796.5595691713663,798.1831542851396,799.4529419323583
2025-05-15 10:15:00+05:30,796.75,797.15,796.2,796.5,63797,796.5397127809109,798.0301402592178,799.360662496972
2025-05-15 10:20:00+05:30,796.45,797.0,796.0,796.85,67774,796.6431418539407,797.922854781107,799.2822042939416
2025-05-15 10:25:00+05:30,796.9,798.0,796.5,797.65,86884,796.9787612359605,797.8980498010063,799.231197909756
2025-05-15 10:30:00+05:30,797.55,799.45,797.4,798.9,158935,797.619174157307,797.989136182733,799.2208479750761
2025-05-15 10:35:00+05:30,798.9,801.0,798.45,801.0,206063,798.7461161048715,798.2628510752119,799.276446475855
