timestamp,open,high,low,close,volume
2025-05-23 09:15:00+05:30,404.3,409.05,404.05,407.0,190892
2025-05-23 09:20:00+05:30,407.0,411.0,406.9,410.9,266894
2025-05-23 09:25:00+05:30,411.0,411.75,410.7,410.8,336460
2025-05-23 09:30:00+05:30,411.0,411.3,408.65,409.85,225901
2025-05-23 09:35:00+05:30,409.7,410.0,409.05,409.4,88367
2025-05-23 09:40:00+05:30,409.15,409.75,408.3,409.55,115351
2025-05-23 09:45:00+05:30,409.5,409.9,408.75,408.8,48786
2025-05-23 09:50:00+05:30,408.8,410.45,408.7,410.0,144972
2025-05-23 09:55:00+05:30,410.0,410.05,407.3,407.85,102929
2025-05-23 10:00:00+05:30,407.85,408.0,407.0,407.6,77560
2025-05-23 10:05:00+05:30,407.55,407.95,407.0,407.25,40288
2025-05-23 10:10:00+05:30,407.45,407.7,405.8,406.4,111599
2025-05-23 10:15:00+05:30,406.3,407.85,405.3,405.4,195064
2025-05-23 10:20:00+05:30,405.3,405.75,404.5,404.55,81845
2025-05-23 10:25:00+05:30,404.7,405.3,404.1,404.35,43459
2025-05-23 10:30:00+05:30,404.2,405.3,404.0,405.15,45818
2025-05-23 10:35:00+05:30,405.2,406.55,404.95,406.5,61681
2025-05-23 10:40:00+05:30,406.5,406.9,406.25,406.35,31363
2025-05-23 10:45:00+05:30,406.45,408.15,406.2,408.15,110675
2025-05-23 10:50:00+05:30,408.15,408.3,407.9,408.1,94570
2025-05-23 10:55:00+05:30,408.05,408.2,407.9,408.2,100601
2025-05-23 11:00:00+05:30,408.2,408.5,408.05,408.05,31366
2025-05-23 11:05:00+05:30,408.05,408.5,408.0,408.4,28043
2025-05-23 11:10:00+05:30,408.4,408.7,408.15,408.65,24912
2025-05-23 11:15:00+05:30,408.7,408.85,408.45,408.65,46605
2025-05-23 11:20:00+05:30,408.5,408.65,407.45,407.8,97431
2025-05-23 11:25:00+05:30,407.65,408.8,407.35,408.75,95676
2025-05-23 11:30:00+05:30,408.8,409.6,408.6,408.65,176401
2025-05-23 11:35:00+05:30,408.7,408.8,407.5,408.2,31266
2025-05-23 11:40:00+05:30,408.0,408.0,407.5,407.75,12802
2025-05-23 11:45:00+05:30,407.7,408.0,407.45,407.7,34134
2025-05-23 11:50:00+05:30,407.7,408.4,407.5,408.3,18206
2025-05-23 11:55:00+05:30,408.15,408.2,407.55,407.7,33543
2025-05-23 12:00:00+05:30,407.7,408.45,407.55,408.15,24876
2025-05-23 12:05:00+05:30,408.05,408.9,407.5,407.6,54861
2025-05-23 12:10:00+05:30,407.5,407.75,406.7,406.8,79331
2025-05-23 12:15:00+05:30,406.8,407.25,405.75,405.8,48063
2025-05-23 12:20:00+05:30,405.8,406.0,405.5,405.55,47622
2025-05-23 12:25:00+05:30,405.5,405.55,405.1,405.2,21609
2025-05-23 12:30:00+05:30,405.25,406.45,405.25,405.75,21198
2025-05-23 12:35:00+05:30,405.75,406.15,405.75,405.75,12338
2025-05-23 12:40:00+05:30,405.75,406.05,405.4,405.4,12477
2025-05-23 12:45:00+05:30,405.4,405.8,405.2,405.5,221870
2025-05-23 12:50:00+05:30,405.6,405.85,405.5,405.55,12837
2025-05-23 12:55:00+05:30,405.6,405.75,405.4,405.45,12521
2025-05-23 13:00:00+05:30,405.45,406.5,405.45,406.05,22221
2025-05-23 13:05:00+05:30,406.2,407.6,406.05,407.3,30430
2025-05-23 13:10:00+05:30,407.2,408.3,407.05,408.0,90756
2025-05-23 13:15:00+05:30,408.0,408.55,407.9,408.55,95265
2025-05-23 13:20:00+05:30,408.5,409.6,408.5,409.25,69522
2025-05-23 13:25:00+05:30,409.25,409.6,408.75,408.9,25862
2025-05-23 13:30:00+05:30,408.9,409.5,408.2,408.45,46380
2025-05-23 13:35:00+05:30,408.4,408.6,408.15,408.4,222439
2025-05-23 13:40:00+05:30,408.35,408.55,407.4,407.6,19684
2025-05-23 13:45:00+05:30,407.6,408.4,407.5,408.25,13955
2025-05-23 13:50:00+05:30,408.25,408.75,408.2,408.4,9237
2025-05-23 13:55:00+05:30,408.25,408.5,408.25,408.5,8199
2025-05-23 14:00:00+05:30,408.5,409.45,408.25,409.2,30313
2025-05-23 14:05:00+05:30,409.2,409.2,408.7,408.95,6839
2025-05-23 14:10:00+05:30,408.9,409.2,408.5,408.95,11047
2025-05-23 14:15:00+05:30,408.9,409.15,408.7,409.0,19594
2025-05-23 14:20:00+05:30,408.9,409.1,408.25,408.45,28831
2025-05-23 14:25:00+05:30,408.45,408.8,407.8,407.9,246667
2025-05-23 14:30:00+05:30,407.8,408.8,407.8,408.5,53496
2025-05-23 14:35:00+05:30,408.5,408.5,408.0,408.35,19101
2025-05-23 14:40:00+05:30,408.35,408.5,407.5,407.9,32781
2025-05-23 14:45:00+05:30,407.85,408.6,407.75,408.35,88103
2025-05-23 14:50:00+05:30,408.35,408.35,407.35,407.8,47248
2025-05-23 14:55:00+05:30,407.7,408.0,407.2,407.85,27444
2025-05-23 15:00:00+05:30,407.7,408.0,407.65,407.95,52942
2025-05-23 15:05:00+05:30,407.95,408.0,407.65,407.9,62972
2025-05-23 15:10:00+05:30,407.95,408.0,407.75,407.95,87840
2025-05-23 15:15:00+05:30,407.9,408.4,407.65,408.15,121917
2025-05-23 15:20:00+05:30,408.15,408.5,408.05,408.45,77249
2025-05-23 15:25:00+05:30,408.45,408.95,407.75,408.05,138229
